gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
female,19,group B,'bachelor''s degree',married,never,free/reduced,1,Public,none,Moderate,2,Anytime,Fabulous,High,Yes,Moderate,High,Moderate,No,High,Yes,Moderate,1,No,High,5,Moderate,No,No,sometimes,High,Experimental,Urban,Law,High,Moderate,Law,75,PASS
male,18,group B,'master''s degree',married,sometimes,free/reduced,5,Public,none,No,3,Night,Good,High,No,Moderate,High,Moderate,Moderate,No,Yes,Moderate,2,Yes,High,5,Moderate,No,No,sometimes,High,Experimental,Urban,Law,High,Moderate,Moderate,60,PASS
male,19,group D,high school,widowed,sometimes,standard,3,Public,none,No,2,Morning,Bad,No,Yes,No,No,Moderate,Moderate,Moderate,Yes,High,2,Yes,No,6,Low,No,Yes,sometimes,High,Experimental,Urban,High,High,High,Law,61,PASS
female,20,group B,high school,married,regularly,free/reduced,1,Public,none,Moderate,3,Anytime,Good,High,Yes,Moderate,No,Moderate,Moderate,No,Yes,High,2,Yes,No,7,Low,No,Yes,sometimes,Law,Experimental,Urban,Law,High,Law,Moderate,53,FAIL
male,19,group D,some college,married,never,standard,4,Public,none,Moderate,4,Morning,Good,Moderate,Yes,Moderate,No,Moderate,Moderate,High,No,Moderate,2,Yes,Moderate,4,Moderate,Yes,No,sometimes,Law,Experimental,Urban,High,Moderate,Law,Moderate,52,FAIL
female,23,group E,high school,married,sometimes,free/reduced,5,Public,completed,No,3,Night,Awful,No,No,High,Moderate,No,High,Moderate,No,No,1,No,No,5,Low,No,Yes,never,High,Experimental,Urban,Law,Law,Law,Law,79,PASS
male,21,group D,'bachelor''s degree',single,regularly,standard,2,Public,none,No,2,Anytime,Awful,High,Yes,Moderate,Moderate,High,Moderate,High,Yes,High,0,Yes,High,5,Low,Yes,No,regulary,High,Experimental,Urban,High,Law,Moderate,High,62,PASS
male,19,group C,'bachelor''s degree',divorced,sometimes,standard,1,Public,none,No,2,Morning,Awful,High,No,No,Moderate,High,Moderate,Moderate,Yes,High,0,No,No,6,Low,Yes,No,regulary,High,Experimental,Urban,High,High,Law,Law,68,PASS
female,22,group C,some high school,divorced,sometimes,free/reduced,3,Public,none,No,5,Night,Good,High,No,Moderate,High,Moderate,Moderate,Moderate,Yes,Moderate,2,No,No,5,Low,No,No,sometimes,High,Experimental,Urban,High,Moderate,Moderate,High,54,FAIL
female,20,group B,high school,married,regularly,standard,4,Public,none,Moderate,5,Anytime,Good,High,Yes,High,High,Moderate,Moderate,Moderate,Yes,Moderate,1,Yes,High,7,Moderate,No,No,regulary,High,Experimental,Urban,Law,Moderate,High,Law,54,FAIL
male,23,group E,some college,married,sometimes,free/reduced,5,Public,completed,Moderate,4,Morning,Good,High,No,Moderate,High,No,No,Moderate,Yes,No,1,No,High,6,Low,No,No,regulary,Law,Experimental,Urban,High,Law,High,Moderate,68,PASS
female,18,group C,'bachelor''s degree',married,regularly,standard,2,Public,none,Moderate,4,Night,Awful,No,No,Moderate,No,No,No,No,No,Moderate,0,Yes,No,5,Low,Yes,No,sometimes,Law,Experimental,Urban,Law,Law,Law,Law,59,FAIL
male,23,group C,some high school,married,sometimes,standard,1,Public,none,Moderate,4,Morning,Fabulous,Moderate,No,High,Moderate,No,Moderate,Moderate,No,Moderate,0,No,High,4,Moderate,No,Yes,regulary,Law,Experimental,Urban,High,High,Law,Moderate,54,FAIL
female,22,group A,some college,married,regularly,free/reduced,1,Public,completed,No,5,Morning,Fabulous,No,No,Moderate,Moderate,No,High,Moderate,Yes,High,1,No,Moderate,4,Moderate,Yes,No,never,Law,Experimental,Urban,High,Moderate,Moderate,Law,71,PASS
male,24,group B,'master''s degree',single,regularly,standard,3,Public,none,No,3,Night,Bad,No,No,No,Moderate,No,No,High,Yes,Moderate,2,No,No,6,Moderate,Yes,No,never,Law,Experimental,Urban,High,Moderate,High,Moderate,89,PASS
female,19,group B,'associate''s degree',married,sometimes,standard,4,Public,none,No,2,Anytime,Good,No,Yes,High,No,High,High,High,Yes,High,1,No,No,4,High,No,No,never,Law,Experimental,Urban,Moderate,Law,Moderate,Moderate,60,PASS
female,19,group B,some college,married,sometimes,standard,4,Public,none,No,4,Anytime,Fabulous,Moderate,No,Moderate,Moderate,High,Moderate,Moderate,Yes,Moderate,1,Yes,Moderate,6,Low,Yes,Yes,sometimes,High,Experimental,Urban,Law,High,Moderate,Law,76,PASS
male,23,group A,some college,single,sometimes,standard,5,Public,completed,High,3,Morning,Fabulous,No,Yes,High,Moderate,Moderate,No,Moderate,Yes,High,0,No,High,4,Moderate,No,Yes,sometimes,High,Experimental,Urban,Law,High,High,High,76,PASS
male,20,group B,high school,single,sometimes,free/reduced,5,Public,none,No,2,Anytime,Bad,Moderate,No,No,No,Moderate,Moderate,High,Yes,No,0,Yes,Moderate,4,Low,Yes,No,regulary,Law,Experimental,Urban,High,Moderate,High,Moderate,29,FAIL
male,21,group E,'associate''s degree',divorced,regularly,free/reduced,1,Public,none,No,3,Night,Bad,Moderate,Yes,High,No,High,No,High,Yes,High,0,No,No,5,Moderate,No,Yes,regulary,Law,Experimental,Urban,Law,Moderate,Moderate,Moderate,69,PASS
female,22,group B,'associate''s degree',single,regularly,free/reduced,4,Public,completed,Moderate,5,Anytime,Fabulous,Moderate,No,No,Moderate,No,No,Moderate,Yes,Moderate,1,No,High,5,High,Yes,Yes,sometimes,High,Experimental,Urban,High,Law,High,Moderate,67,PASS
female,22,group B,'associate''s degree',married,sometimes,standard,5,Public,none,No,4,Night,Bad,Moderate,No,Moderate,No,No,No,High,Yes,Moderate,0,No,Moderate,6,Moderate,No,Yes,regulary,Law,Experimental,Urban,Moderate,High,Moderate,Law,62,PASS
female,19,group B,some college,divorced,never,free/reduced,3,Public,none,No,2,Night,Good,Moderate,No,No,Moderate,High,No,High,Yes,High,0,No,Moderate,7,Moderate,No,No,regulary,High,Experimental,Urban,Moderate,High,Law,Law,75,PASS
male,23,group B,high school,married,regularly,free/reduced,4,Public,none,No,4,Anytime,Good,High,Yes,No,No,Moderate,Moderate,Moderate,Yes,High,1,Yes,No,6,Low,Yes,No,never,High,Experimental,Urban,High,Law,Law,Moderate,52,FAIL
male,18,group D,high school,married,never,standard,3,Public,completed,Moderate,2,Morning,Fabulous,Moderate,No,Moderate,No,Moderate,Moderate,Moderate,Yes,High,0,Yes,No,4,High,No,Yes,never,Law,Experimental,Urban,Moderate,High,Law,High,68,PASS
male,20,group E,some college,married,sometimes,free/reduced,2,Public,none,No,2,Night,Bad,Moderate,Yes,Moderate,No,Moderate,High,No,No,No,0,No,Moderate,4,High,No,No,regulary,Law,Standard,Urban,High,Moderate,Law,High,46,FAIL
male,20,group D,'associate''s degree',divorced,sometimes,free/reduced,5,Public,completed,High,2,Anytime,Fabulous,High,Yes,Moderate,No,Moderate,Moderate,No,No,High,1,Yes,No,6,Moderate,No,No,regulary,Law,Standard,Urban,Law,Law,High,High,48,FAIL
male,18,group E,'associate''s degree',divorced,regularly,standard,2,Public,none,Moderate,4,Anytime,Bad,Moderate,No,No,No,Moderate,Moderate,High,No,High,2,Yes,Moderate,6,Low,No,Yes,never,High,Standard,Urban,Law,Moderate,Moderate,High,80,PASS
female,20,group B,'master''s degree',married,regularly,standard,2,Public,none,Moderate,4,Night,Good,No,No,No,No,Moderate,No,No,Yes,High,1,Yes,No,7,High,No,No,never,High,Standard,Urban,Moderate,High,Law,Law,81,PASS
male,19,group C,high school,married,regularly,free/reduced,4,Public,none,Moderate,4,Night,Fabulous,Moderate,Yes,Moderate,High,Moderate,No,Moderate,No,High,0,Yes,High,4,Low,No,Yes,regulary,High,Standard,Urban,Moderate,High,Law,Law,66,PASS
female,24,group C,some high school,divorced,regularly,free/reduced,4,Public,none,Moderate,3,Night,Bad,No,No,No,Moderate,No,No,High,Yes,High,1,No,No,6,Moderate,Yes,Yes,never,High,Standard,Urban,High,High,Law,Moderate,62,PASS
female,20,group E,some college,single,sometimes,standard,5,Public,completed,Moderate,4,Night,Fabulous,No,No,No,Moderate,Moderate,Moderate,Moderate,Yes,High,0,No,Moderate,6,High,Yes,Yes,never,High,Standard,Urban,High,Moderate,Moderate,Moderate,78,PASS
male,21,group C,some high school,single,regularly,free/reduced,3,Public,none,Moderate,4,Night,Good,Moderate,No,Moderate,No,No,Moderate,No,No,High,1,Yes,No,4,Low,Yes,No,regulary,Law,Standard,Urban,High,High,High,Law,34,FAIL
male,24,group B,some high school,married,regularly,standard,3,Public,none,No,3,Morning,Good,No,No,High,Moderate,No,No,High,Yes,High,0,No,Moderate,6,High,Yes,Yes,regulary,High,Standard,Urban,High,Law,High,Law,53,FAIL
female,19,group E,high school,married,sometimes,free/reduced,1,Public,none,Moderate,2,Morning,Bad,No,Yes,Moderate,No,Moderate,No,Moderate,No,High,2,No,High,6,Moderate,No,No,sometimes,High,Standard,Urban,Law,High,Moderate,High,67,PASS
male,20,group A,some college,married,regularly,standard,5,Public,completed,No,2,Night,Awful,High,Yes,High,Moderate,No,No,Moderate,Yes,Moderate,2,Yes,Moderate,4,Low,No,No,regulary,Law,Standard,Urban,Moderate,Law,High,High,73,PASS
male,20,group D,high school,single,sometimes,free/reduced,3,Public,none,Moderate,2,Anytime,Fabulous,Moderate,No,Moderate,Moderate,High,Moderate,High,Yes,High,1,Yes,No,4,High,No,Yes,regulary,High,Standard,Urban,Law,Moderate,Moderate,Law,59,FAIL
male,19,group E,'bachelor''s degree',married,regularly,free/reduced,3,Public,none,High,5,Anytime,Fabulous,Moderate,No,High,No,No,Moderate,High,No,Moderate,2,Yes,No,6,High,No,No,sometimes,High,Standard,Urban,High,Moderate,Moderate,Moderate,73,PASS
male,24,group B,'associate''s degree',married,sometimes,standard,3,Public,completed,Moderate,4,Anytime,Fabulous,No,No,Moderate,Moderate,No,No,High,No,High,2,Yes,Moderate,4,Moderate,No,Yes,sometimes,Law,Standard,Urban,High,High,Moderate,High,75,PASS
female,19,group B,'associate''s degree',married,sometimes,standard,1,Public,none,No,3,Anytime,Awful,Moderate,No,Moderate,Moderate,Moderate,Moderate,High,No,High,0,No,No,4,Low,No,Yes,never,High,Standard,Urban,Moderate,High,High,Law,79,PASS
male,19,group C,high school,divorced,sometimes,standard,1,Public,none,Moderate,2,Anytime,Good,High,Yes,Moderate,No,No,Moderate,High,Yes,High,1,Yes,High,4,Moderate,No,Yes,never,Law,Standard,Urban,Moderate,High,High,Moderate,65,PASS
female,23,group C,some college,married,regularly,free/reduced,2,Public,completed,No,5,Anytime,Fabulous,Moderate,Yes,No,Moderate,Moderate,No,High,Yes,Moderate,2,No,High,7,High,Yes,Yes,sometimes,High,Standard,Urban,High,Law,Law,Law,38,FAIL
male,18,group D,some college,married,never,standard,1,Public,completed,Moderate,4,Morning,Good,Moderate,No,No,No,High,Moderate,Moderate,No,Moderate,1,Yes,Moderate,7,Low,No,Yes,regulary,Law,Standard,Urban,Moderate,High,High,Moderate,71,PASS
female,23,group D,some high school,married,never,free/reduced,4,Public,none,Moderate,2,Anytime,Fabulous,Moderate,No,Moderate,High,Moderate,Moderate,Moderate,No,High,2,No,No,4,High,Yes,No,sometimes,Law,Standard,Urban,Law,Law,High,High,57,FAIL
female,20,group A,'associate''s degree',single,sometimes,standard,5,Public,none,Moderate,4,Morning,Fabulous,No,Yes,No,High,Moderate,No,Moderate,Yes,Moderate,2,No,No,6,Moderate,Yes,Yes,sometimes,High,Standard,Urban,Law,High,Law,High,57,FAIL
female,22,group D,'master''s degree',married,never,free/reduced,1,Public,none,No,5,Morning,Fabulous,Moderate,No,Moderate,No,Moderate,Moderate,Moderate,Yes,High,0,No,High,7,Low,Yes,No,never,High,Standard,Urban,Moderate,Moderate,High,High,60,PASS
female,22,group C,some college,single,sometimes,standard,2,Public,completed,No,3,Anytime,Bad,No,No,High,No,Moderate,High,Moderate,Yes,No,0,No,High,7,Low,Yes,No,sometimes,Law,Standard,Urban,High,Law,High,Moderate,64,PASS
male,18,group D,high school,married,sometimes,standard,1,Public,none,Moderate,2,Night,Awful,No,Yes,High,High,Moderate,Moderate,High,Yes,Moderate,0,Yes,No,6,Moderate,No,No,never,Law,Standard,Urban,Moderate,High,High,Moderate,68,PASS
female,20,group B,some college,married,never,free/reduced,1,Public,none,No,2,Night,Fabulous,High,Yes,No,Moderate,Moderate,No,High,No,Moderate,1,No,High,4,Moderate,Yes,No,never,High,Standard,Urban,High,Law,High,Law,67,PASS
male,20,group D,high school,divorced,regularly,standard,3,Public,none,No,3,Anytime,Fabulous,Moderate,No,Moderate,No,No,No,No,No,High,2,Yes,No,7,Low,Yes,Yes,never,High,Standard,Urban,Law,High,High,Law,74,PASS
male,20,group E,high school,married,sometimes,free/reduced,2,Public,none,No,4,Morning,Bad,Moderate,Yes,High,Moderate,High,No,High,No,High,1,No,Moderate,5,Moderate,No,No,never,High,Experimental,Urban,High,Moderate,Moderate,Moderate,70,PASS
male,18,group C,some high school,married,regularly,standard,5,Public,none,No,4,Night,Bad,Moderate,No,High,Moderate,No,High,No,Yes,High,2,Yes,Moderate,7,Low,No,No,regulary,Law,Experimental,Urban,High,High,High,High,69,PASS
female,20,group B,'associate''s degree',married,regularly,standard,1,Public,none,Moderate,5,Night,Awful,Moderate,Yes,High,No,No,No,Moderate,No,High,2,No,No,6,Moderate,Yes,Yes,sometimes,Law,Experimental,Urban,Moderate,Moderate,Law,High,80,PASS
female,24,group B,'associate''s degree',married,regularly,standard,5,Public,none,No,2,Night,Bad,Moderate,Yes,No,Moderate,High,High,High,Yes,High,0,No,Moderate,6,Moderate,No,Yes,sometimes,High,Experimental,Urban,High,Moderate,Moderate,Moderate,55,FAIL
female,21,group C,some college,married,regularly,free/reduced,1,Public,completed,Moderate,2,Night,Awful,High,No,No,Moderate,No,No,High,No,High,2,No,No,6,Moderate,No,Yes,regulary,High,Experimental,Urban,High,High,Moderate,Moderate,66,PASS
male,20,group D,some college,divorced,regularly,standard,3,Public,none,Moderate,5,Anytime,Fabulous,Moderate,Yes,Moderate,No,Moderate,Moderate,High,Yes,High,2,Yes,Moderate,6,Moderate,Yes,Yes,regulary,High,Experimental,Urban,Moderate,Moderate,Moderate,High,55,FAIL
male,21,group C,'associate''s degree',single,regularly,standard,3,Public,none,Moderate,5,Night,Bad,Moderate,No,High,High,High,No,Moderate,No,High,1,Yes,Moderate,6,Low,No,Yes,sometimes,Law,Experimental,Urban,Moderate,High,Moderate,Law,63,PASS
female,18,group E,some high school,married,sometimes,standard,1,Public,none,Moderate,2,Anytime,Bad,Moderate,Yes,High,Moderate,High,High,Moderate,No,High,2,No,Moderate,4,High,Yes,No,sometimes,High,Experimental,Urban,High,Moderate,Moderate,High,63,PASS
male,21,group E,high school,married,sometimes,free/reduced,2,Public,completed,No,5,Anytime,Bad,No,No,No,Moderate,High,Moderate,Moderate,Yes,Moderate,2,Yes,High,7,Low,No,No,regulary,Law,Experimental,Urban,Law,Moderate,High,High,61,PASS
male,19,group C,'associate''s degree',single,never,standard,2,Public,none,Moderate,2,Anytime,Fabulous,No,No,No,No,Moderate,Moderate,High,Yes,Moderate,1,No,No,5,Moderate,No,Yes,sometimes,High,Experimental,Urban,Law,High,Moderate,Moderate,70,PASS
male,24,group C,'bachelor''s degree',married,sometimes,free/reduced,5,Public,completed,No,5,Anytime,Awful,High,No,Moderate,High,High,Moderate,Moderate,No,No,1,No,Moderate,7,Low,No,No,sometimes,High,Experimental,Urban,Law,Law,Moderate,Moderate,65,PASS
male,24,group D,'associate''s degree',divorced,sometimes,standard,1,Public,none,Moderate,5,Morning,Good,Moderate,Yes,Moderate,High,No,Moderate,High,Yes,Moderate,2,No,High,4,High,Yes,Yes,never,High,Experimental,Urban,High,Law,Law,Moderate,58,FAIL
female,19,group C,'master''s degree',married,sometimes,standard,3,Public,none,Moderate,2,Night,Awful,High,Yes,Moderate,Moderate,Moderate,No,Moderate,Yes,Moderate,2,Yes,High,7,Moderate,No,Yes,regulary,High,Experimental,Urban,Law,High,High,High,72,PASS
female,18,group D,some high school,married,never,standard,4,Public,completed,No,4,Morning,Fabulous,No,Yes,Moderate,Moderate,No,Moderate,Moderate,No,Moderate,2,No,Moderate,6,High,Yes,Yes,never,Law,Experimental,Urban,Law,High,Law,High,81,PASS
male,22,group E,'associate''s degree',married,regularly,free/reduced,4,Public,none,Moderate,3,Night,Bad,No,No,No,High,Moderate,No,High,Yes,High,1,Yes,High,4,Moderate,Yes,Yes,regulary,High,Experimental,Urban,Law,High,Law,High,47,FAIL
male,22,group E,high school,single,never,free/reduced,3,Public,completed,Moderate,3,Anytime,Good,High,No,No,No,High,High,Moderate,Yes,Moderate,2,No,No,4,High,Yes,No,sometimes,Law,Experimental,Urban,Law,Moderate,Moderate,High,76,PASS
male,18,group D,'associate''s degree',married,regularly,free/reduced,3,Public,none,No,5,Anytime,Fabulous,Moderate,No,Moderate,Moderate,No,High,Moderate,No,High,2,No,No,5,Moderate,No,Yes,never,High,Experimental,Urban,Law,Law,High,Moderate,61,PASS
female,21,group C,'master''s degree',single,never,standard,1,Public,none,Moderate,4,Night,Fabulous,No,Yes,Moderate,No,No,High,Moderate,Yes,No,2,Yes,High,4,High,Yes,No,sometimes,Law,Experimental,Urban,Law,High,Law,High,66,PASS
male,23,group D,some high school,married,sometimes,standard,5,Public,none,Moderate,2,Night,Bad,High,Yes,Moderate,Moderate,Moderate,Moderate,No,Yes,High,2,Yes,High,5,High,No,No,regulary,High,Experimental,Urban,Law,Moderate,Law,Moderate,80,PASS
female,20,group D,some high school,single,sometimes,standard,5,Public,completed,No,3,Anytime,Fabulous,No,No,No,Moderate,No,No,High,Yes,High,1,Yes,No,5,Moderate,No,No,sometimes,Law,Experimental,Urban,Law,High,Law,Law,42,FAIL
female,22,group B,high school,divorced,sometimes,standard,5,Public,none,High,3,Anytime,Fabulous,High,Yes,Moderate,No,High,Moderate,High,Yes,Moderate,0,No,No,4,High,No,Yes,sometimes,High,Experimental,Urban,Moderate,High,Moderate,Law,45,FAIL
male,21,group A,high school,single,sometimes,free/reduced,5,Public,none,No,4,Anytime,Bad,Moderate,No,No,Moderate,Moderate,High,High,Yes,Moderate,1,No,No,6,Moderate,No,No,sometimes,Law,Experimental,Urban,Law,Law,Law,Moderate,36,FAIL
male,19,group D,'bachelor''s degree',married,sometimes,free/reduced,4,Public,none,Moderate,4,Night,Fabulous,Moderate,Yes,No,Moderate,No,No,High,Yes,Moderate,1,Yes,No,6,Moderate,Yes,Yes,regulary,High,Experimental,Urban,Moderate,Moderate,High,Law,60,PASS
male,20,group E,'associate''s degree',divorced,regularly,free/reduced,2,Public,completed,No,3,Night,Bad,Moderate,No,Moderate,No,High,Moderate,Moderate,Yes,High,2,No,High,7,High,Yes,No,never,High,Experimental,Urban,Moderate,Law,High,Moderate,82,PASS
female,21,group D,some college,married,regularly,standard,2,Public,none,No,2,Anytime,Good,No,No,No,Moderate,High,Moderate,High,Yes,High,2,No,Moderate,6,High,No,No,never,Law,Experimental,Urban,Moderate,Law,Law,Moderate,76,PASS
female,21,group C,high school,divorced,sometimes,standard,4,Public,completed,No,2,Night,Good,No,Yes,Moderate,No,Moderate,Moderate,Moderate,No,High,2,Yes,Moderate,6,Low,No,Yes,regulary,Law,Experimental,Urban,Moderate,Moderate,Moderate,Moderate,81,PASS
male,20,group C,'associate''s degree',single,sometimes,free/reduced,5,Public,none,Moderate,5,Night,Good,No,Yes,High,High,High,Moderate,High,No,High,0,No,Moderate,6,Moderate,Yes,No,never,Law,Experimental,Urban,Law,Moderate,Moderate,Law,71,PASS
female,22,group C,'associate''s degree',married,never,standard,4,Public,completed,No,5,Night,Fabulous,Moderate,Yes,No,High,Moderate,Moderate,High,Yes,High,1,No,No,7,Low,No,No,never,High,Experimental,Urban,High,Law,Moderate,Law,67,PASS
male,22,group A,some college,divorced,sometimes,free/reduced,2,Public,none,No,2,Morning,Good,No,Yes,High,No,Moderate,No,Moderate,Yes,High,1,Yes,High,5,Low,No,No,never,Law,Experimental,Urban,High,Law,High,Moderate,59,FAIL
female,18,group D,high school,married,sometimes,standard,1,Public,completed,Moderate,2,Anytime,Good,Moderate,Yes,Moderate,No,High,High,High,Yes,High,1,No,No,5,Moderate,No,No,regulary,High,Experimental,Urban,High,High,High,Law,64,PASS
female,20,group B,some college,married,sometimes,standard,2,Public,completed,High,3,Anytime,Bad,Moderate,Yes,Moderate,No,No,High,High,No,High,0,Yes,No,5,Moderate,No,Yes,sometimes,High,Experimental,Suburban,Moderate,High,High,High,58,FAIL
male,18,group E,some high school,married,regularly,free/reduced,3,Public,completed,No,3,Morning,Bad,Moderate,No,Moderate,High,No,High,High,Yes,High,2,No,High,4,Low,Yes,Yes,never,Law,Experimental,Suburban,High,Moderate,Law,Moderate,48,FAIL
female,21,group D,some high school,married,regularly,standard,1,Public,none,No,3,Night,Good,No,No,Moderate,Moderate,No,Moderate,High,No,High,1,No,No,6,Low,No,No,regulary,Law,Experimental,Suburban,Moderate,Law,High,High,59,FAIL
